month,street,direction,from_intersection,to_intersection,day_type,time_period,baseline_travel_time,average_travel_time
May '18,Front,Westbound,Yonge,Bathurst,Weekend,Evening (17:00-23:00),10.4,11.4
May '18,Front,Westbound,Yonge,Bathurst,Weekend,Morning (08:00-12:00),8.5,9.5
May '18,Jarvis,Southbound,Dundas,Front,Weekday,AM Peak (07:00-10:00),4.1,4.1
May '18,Jarvis,Southbound,Dundas,Front,Weekday,Evening (19:00-23:00),3.9,3.7
May '18,Jarvis,Southbound,Dundas,Front,Weekday,Midday (10:00-16:00),6.0,6.4
May '18,Jarvis,Southbound,Dundas,Front,Weekday,PM Peak (16:00-19:00),8.5,11.6
May '18,Jarvis,Southbound,Dundas,Front,Weekend,Afternoon (12:00-17:00),4.6,4.0
May '18,Jarvis,Southbound,Dundas,Front,Weekend,Evening (17:00-23:00),3.7,3.6
May '18,Jarvis,Southbound,Dundas,Front,Weekend,Morning (08:00-12:00),3.8,3.9
May '18,Jarvis,Northbound,Front,Dundas,Weekday,AM Peak (07:00-10:00),4.7,4.7
May '18,Jarvis,Northbound,Front,Dundas,Weekday,Evening (19:00-23:00),4.5,4.2
May '18,Jarvis,Northbound,Front,Dundas,Weekday,Midday (10:00-16:00),5.3,5.2
May '18,Jarvis,Northbound,Front,Dundas,Weekday,PM Peak (16:00-19:00),4.8,4.8
May '18,Jarvis,Northbound,Front,Dundas,Weekend,Afternoon (12:00-17:00),4.5,4.4
May '18,Jarvis,Northbound,Front,Dundas,Weekend,Evening (17:00-23:00),4.3,4.4
May '18,Jarvis,Northbound,Front,Dundas,Weekend,Morning (08:00-12:00),3.8,3.8
May '18,Queen,Eastbound,Bathurst,Jarvis,Weekday,AM Peak (07:00-10:00),11.3,12.3
May '18,Queen,Eastbound,Bathurst,Jarvis,Weekday,Evening (19:00-23:00),11.6,12.2
May '18,Queen,Eastbound,Bathurst,Jarvis,Weekday,Midday (10:00-16:00),14.0,14.7
May '18,Queen,Eastbound,Bathurst,Jarvis,Weekday,PM Peak (16:00-19:00),16.4,16.0
May '18,Queen,Eastbound,Bathurst,Jarvis,Weekend,Afternoon (12:00-17:00),14.5,14.5
May '18,Queen,Eastbound,Bathurst,Jarvis,Weekend,Evening (17:00-23:00),13.1,13.4
May '18,Queen,Eastbound,Bathurst,Jarvis,Weekend,Morning (08:00-12:00),9.5,9.9
May '18,Queen,Westbound,Jarvis,Bathurst,Weekday,AM Peak (07:00-10:00),10.5,11.0
May '18,Queen,Westbound,Jarvis,Bathurst,Weekday,Evening (19:00-23:00),11.7,11.8
May '18,Queen,Westbound,Jarvis,Bathurst,Weekday,Midday (10:00-16:00),12.5,14.4
May '18,Queen,Westbound,Jarvis,Bathurst,Weekday,PM Peak (16:00-19:00),15.3,17.8
May '18,Queen,Westbound,Jarvis,Bathurst,Weekend,Afternoon (12:00-17:00),13.6,14.7
May '18,Queen,Westbound,Jarvis,Bathurst,Weekend,Evening (17:00-23:00),12.6,13.1
May '18,Queen,Westbound,Jarvis,Bathurst,Weekend,Morning (08:00-12:00),8.6,10.0
May '18,Richmond,Westbound,Jarvis,Bathurst,Weekday,AM Peak (07:00-10:00),8.8,10.3
May '18,Richmond,Westbound,Jarvis,Bathurst,Weekday,Evening (19:00-23:00),8.1,9.0
May '18,Richmond,Westbound,Jarvis,Bathurst,Weekday,Midday (10:00-16:00),11.4,13.4
May '18,Richmond,Westbound,Jarvis,Bathurst,Weekday,PM Peak (16:00-19:00),14.5,17.3
May '18,Richmond,Westbound,Jarvis,Bathurst,Weekend,Afternoon (12:00-17:00),8.2,9.7
May '18,Richmond,Westbound,Jarvis,Bathurst,Weekend,Evening (17:00-23:00),8.2,9.1
May '18,Richmond,Westbound,Jarvis,Bathurst,Weekend,Morning (08:00-12:00),6.3,7.6
May '18,Spadina,Southbound,Dundas,Front,Weekday,AM Peak (07:00-10:00),5.4,5.4
May '18,Spadina,Southbound,Dundas,Front,Weekday,Evening (19:00-23:00),6.8,20.8
May '18,Spadina,Southbound,Dundas,Front,Weekday,Midday (10:00-16:00),7.2,8.5
May '18,Spadina,Southbound,Dundas,Front,Weekday,PM Peak (16:00-19:00),12.1,9.9
May '18,Spadina,Northbound,Front,Dundas,Weekday,AM Peak (07:00-10:00),5.8,6.0
May '18,Spadina,Northbound,Front,Dundas,Weekday,Evening (19:00-23:00),6.5,10.1
May '18,Spadina,Northbound,Front,Dundas,Weekday,Midday (10:00-16:00),7.1,8.0
May '18,Spadina,Northbound,Front,Dundas,Weekday,PM Peak (16:00-19:00),7.8,9.0
May '18,University,Southbound,Dundas,Front,Weekday,AM Peak (07:00-10:00),3.0,3.4
May '18,University,Southbound,Dundas,Front,Weekday,Evening (19:00-23:00),4.2,4.5
May '18,University,Southbound,Dundas,Front,Weekday,Midday (10:00-16:00),4.8,6.0
May '18,University,Southbound,Dundas,Front,Weekday,PM Peak (16:00-19:00),9.8,11.0
May '18,University,Southbound,Dundas,Front,Weekend,Afternoon (12:00-17:00),3.0,3.5
May '18,University,Southbound,Dundas,Front,Weekend,Evening (17:00-23:00),3.6,4.1
May '18,University,Southbound,Dundas,Front,Weekend,Morning (08:00-12:00),2.8,3.8
May '18,University,Northbound,Front,Dundas,Weekday,AM Peak (07:00-10:00),8.4,8.0
May '18,University,Northbound,Front,Dundas,Weekday,Evening (19:00-23:00),4.5,4.8
May '18,University,Northbound,Front,Dundas,Weekday,Midday (10:00-16:00),5.4,6.1
May '18,University,Northbound,Front,Dundas,Weekday,PM Peak (16:00-19:00),5.1,5.6
May '18,University,Northbound,Front,Dundas,Weekend,Afternoon (12:00-17:00),4.0,4.7
May '18,University,Northbound,Front,Dundas,Weekend,Evening (17:00-23:00),4.4,4.8
May '18,University,Northbound,Front,Dundas,Weekend,Morning (08:00-12:00),3.3,4.4
May '18,Wellington,Westbound,Jarvis,Blue Jays,Weekday,AM Peak (07:00-10:00),8.4,8.8
May '18,Wellington,Westbound,Jarvis,Blue Jays,Weekday,Evening (19:00-23:00),7.5,7.3
May '18,Wellington,Westbound,Jarvis,Blue Jays,Weekday,Midday (10:00-16:00),9.0,9.7
May '18,Wellington,Westbound,Jarvis,Blue Jays,Weekday,PM Peak (16:00-19:00),10.9,12.3
May '18,Wellington,Westbound,Jarvis,Blue Jays,Weekend,Afternoon (12:00-17:00),9.0,8.3
May '18,Wellington,Westbound,Jarvis,Blue Jays,Weekend,Evening (17:00-23:00),7.3,8.4
May '18,Wellington,Westbound,Jarvis,Blue Jays,Weekend,Morning (08:00-12:00),7.5,8.7
May '18,Yonge,Southbound,Dundas,Front,Weekday,AM Peak (07:00-10:00),5.4,6.9
May '18,Yonge,Southbound,Dundas,Front,Weekday,Evening (19:00-23:00),7.3,7.6
May '18,Yonge,Southbound,Dundas,Front,Weekday,Midday (10:00-16:00),7.0,9.5
May '18,Yonge,Southbound,Dundas,Front,Weekday,PM Peak (16:00-19:00),9.8,11.8
May '18,Yonge,Southbound,Dundas,Front,Weekend,Afternoon (12:00-17:00),6.8,9.4
May '18,Yonge,Southbound,Dundas,Front,Weekend,Evening (17:00-23:00),6.2,8.0
May '18,Yonge,Southbound,Dundas,Front,Weekend,Morning (08:00-12:00),4.9,7.6
May '18,Yonge,Northbound,Front,Dundas,Weekday,AM Peak (07:00-10:00),6.9,7.4
May '18,Yonge,Northbound,Front,Dundas,Weekday,Evening (19:00-23:00),6.8,7.2
May '18,Yonge,Northbound,Front,Dundas,Weekday,Midday (10:00-16:00),8.3,10.0
May '18,Yonge,Northbound,Front,Dundas,Weekday,PM Peak (16:00-19:00),8.1,10.5
May '18,Yonge,Northbound,Front,Dundas,Weekend,Afternoon (12:00-17:00),8.1,9.7
May '18,Yonge,Northbound,Front,Dundas,Weekend,Evening (17:00-23:00),7.6,9.4
May '18,Yonge,Northbound,Front,Dundas,Weekend,Morning (08:00-12:00),5.3,7.1
Jun '18,Adelaide,Eastbound,Bathurst,Jarvis,Weekday,AM Peak (07:00-10:00),10.2,9.7
Jun '18,Adelaide,Eastbound,Bathurst,Jarvis,Weekday,Evening (19:00-23:00),10.0,9.7
Jun '18,Adelaide,Eastbound,Bathurst,Jarvis,Weekday,Midday (10:00-16:00),13.3,12.2
Jun '18,Adelaide,Eastbound,Bathurst,Jarvis,Weekday,PM Peak (16:00-19:00),17.5,17.0
Jun '18,Adelaide,Eastbound,Bathurst,Jarvis,Weekend,Afternoon (12:00-17:00),9.8,9.1
Jun '18,Adelaide,Eastbound,Bathurst,Jarvis,Weekend,Evening (17:00-23:00),9.5,9.2
Jun '18,Adelaide,Eastbound,Bathurst,Jarvis,Weekend,Morning (08:00-12:00),6.6,6.7
Jun '18,Bathurst,Southbound,Dundas,Front,Weekday,AM Peak (07:00-10:00),5.1,5.2
Jun '18,Bathurst,Southbound,Dundas,Front,Weekday,Evening (19:00-23:00),5.2,5.4
Jun '18,Bathurst,Southbound,Dundas,Front,Weekday,Midday (10:00-16:00),4.9,5.6
Jun '18,Bathurst,Southbound,Dundas,Front,Weekday,PM Peak (16:00-19:00),7.0,6.6
Jun '18,Bathurst,Southbound,Dundas,Front,Weekend,Afternoon (12:00-17:00),4.7,5.1
Jun '18,Bathurst,Southbound,Dundas,Front,Weekend,Evening (17:00-23:00),5.0,5.0
Jun '18,Bathurst,Southbound,Dundas,Front,Weekend,Morning (08:00-12:00),4.1,4.2
Jun '18,Bathurst,Northbound,Front,Dundas,Weekday,AM Peak (07:00-10:00),5.3,6.1
Jun '18,Bathurst,Northbound,Front,Dundas,Weekday,Evening (19:00-23:00),5.4,6.7
Jun '18,Bathurst,Northbound,Front,Dundas,Weekday,Midday (10:00-16:00),5.6,7.8
Jun '18,Bathurst,Northbound,Front,Dundas,Weekday,PM Peak (16:00-19:00),6.1,7.1
Jun '18,Bathurst,Northbound,Front,Dundas,Weekend,Afternoon (12:00-17:00),5.5,5.9
Jun '18,Bathurst,Northbound,Front,Dundas,Weekend,Evening (17:00-23:00),5.3,5.5
Jun '18,Bathurst,Northbound,Front,Dundas,Weekend,Morning (08:00-12:00),4.2,4.6
Jun '18,Dundas,Eastbound,Bathurst,Jarvis,Weekday,AM Peak (07:00-10:00),10.6,9.9
Jun '18,Dundas,Eastbound,Bathurst,Jarvis,Weekday,Evening (19:00-23:00),11.7,11.5
Jun '18,Dundas,Eastbound,Bathurst,Jarvis,Weekday,Midday (10:00-16:00),13.2,12.7
Jun '18,Dundas,Eastbound,Bathurst,Jarvis,Weekday,PM Peak (16:00-19:00),13.7,12.6
Jun '18,Dundas,Eastbound,Bathurst,Jarvis,Weekend,Afternoon (12:00-17:00),13.3,10.9
Jun '18,Dundas,Eastbound,Bathurst,Jarvis,Weekend,Evening (17:00-23:00),12.9,12.1
Jun '18,Dundas,Eastbound,Bathurst,Jarvis,Weekend,Morning (08:00-12:00),8.8,8.3
Jun '18,Dundas,Westbound,Jarvis,Bathurst,Weekday,AM Peak (07:00-10:00),9.4,9.3
Jun '18,Dundas,Westbound,Jarvis,Bathurst,Weekday,Evening (19:00-23:00),12.3,11.4
Jun '18,Dundas,Westbound,Jarvis,Bathurst,Weekday,Midday (10:00-16:00),13.8,12.7
Jun '18,Dundas,Westbound,Jarvis,Bathurst,Weekday,PM Peak (16:00-19:00),15.1,14.5
Jun '18,Dundas,Westbound,Jarvis,Bathurst,Weekend,Afternoon (12:00-17:00),13.9,10.4
Jun '18,Dundas,Westbound,Jarvis,Bathurst,Weekend,Evening (17:00-23:00),14.1,14.0
Jun '18,Dundas,Westbound,Jarvis,Bathurst,Weekend,Morning (08:00-12:00),9.4,8.3
Jun '18,Front,Eastbound,Bathurst,Jarvis,Weekday,AM Peak (07:00-10:00),11.9,12.6
Jun '18,Front,Eastbound,Bathurst,Jarvis,Weekday,Evening (19:00-23:00),11.5,11.2
Jun '18,Front,Eastbound,Bathurst,Jarvis,Weekday,Midday (10:00-16:00),11.8,15.0
Jun '18,Front,Eastbound,Bathurst,Jarvis,Weekday,PM Peak (16:00-19:00),17.3,19.3
Jun '18,Front,Eastbound,Bathurst,Jarvis,Weekend,Afternoon (12:00-17:00),11.1,13.4
Jun '18,Front,Eastbound,Bathurst,Jarvis,Weekend,Evening (17:00-23:00),12.4,12.6
Jun '18,Front,Eastbound,Bathurst,Jarvis,Weekend,Morning (08:00-12:00),8.5,9.9
Jun '18,Front,Westbound,Yonge,Bathurst,Weekday,AM Peak (07:00-10:00),9.0,9.8
Jun '18,Front,Westbound,Yonge,Bathurst,Weekday,Evening (19:00-23:00),10.1,10.5
Jun '18,Front,Westbound,Yonge,Bathurst,Weekday,Midday (10:00-16:00),9.7,12.5
Jun '18,Front,Westbound,Yonge,Bathurst,Weekday,PM Peak (16:00-19:00),14.3,16.4
Jun '18,Front,Westbound,Yonge,Bathurst,Weekend,Afternoon (12:00-17:00),8.9,12.6
Jun '18,Front,Westbound,Yonge,Bathurst,Weekend,Evening (17:00-23:00),10.4,11.7
Jun '18,Front,Westbound,Yonge,Bathurst,Weekend,Morning (08:00-12:00),8.5,8.7
Jun '18,Jarvis,Southbound,Dundas,Front,Weekday,AM Peak (07:00-10:00),4.1,3.9
Jun '18,Jarvis,Southbound,Dundas,Front,Weekday,Evening (19:00-23:00),3.9,3.8
Jun '18,Jarvis,Southbound,Dundas,Front,Weekday,Midday (10:00-16:00),6.0,6.1
Jun '18,Jarvis,Southbound,Dundas,Front,Weekday,PM Peak (16:00-19:00),8.5,9.2
Jun '18,Jarvis,Southbound,Dundas,Front,Weekend,Afternoon (12:00-17:00),4.6,3.9
Jun '18,Jarvis,Southbound,Dundas,Front,Weekend,Evening (17:00-23:00),3.7,3.6
Jun '18,Jarvis,Southbound,Dundas,Front,Weekend,Morning (08:00-12:00),3.8,3.5
Jun '18,Jarvis,Northbound,Front,Dundas,Weekday,AM Peak (07:00-10:00),4.7,4.4
Jun '18,Jarvis,Northbound,Front,Dundas,Weekday,Evening (19:00-23:00),4.5,4.3
Jun '18,Jarvis,Northbound,Front,Dundas,Weekday,Midday (10:00-16:00),5.3,4.9
Jun '18,Jarvis,Northbound,Front,Dundas,Weekday,PM Peak (16:00-19:00),4.8,4.5
Jun '18,Jarvis,Northbound,Front,Dundas,Weekend,Afternoon (12:00-17:00),4.5,4.5
Jun '18,Jarvis,Northbound,Front,Dundas,Weekend,Evening (17:00-23:00),4.3,4.4
Jun '18,Jarvis,Northbound,Front,Dundas,Weekend,Morning (08:00-12:00),3.8,3.6
Jun '18,Queen,Eastbound,Bathurst,Jarvis,Weekday,AM Peak (07:00-10:00),11.3,12.6
Jun '18,Queen,Eastbound,Bathurst,Jarvis,Weekday,Evening (19:00-23:00),11.6,12.7
Jun '18,Queen,Eastbound,Bathurst,Jarvis,Weekday,Midday (10:00-16:00),14.0,15.4
Jun '18,Queen,Eastbound,Bathurst,Jarvis,Weekday,PM Peak (16:00-19:00),16.4,16.4
Jun '18,Queen,Eastbound,Bathurst,Jarvis,Weekend,Afternoon (12:00-17:00),14.5,14.4
Jun '18,Queen,Eastbound,Bathurst,Jarvis,Weekend,Evening (17:00-23:00),13.1,14.6
Jun '18,Queen,Eastbound,Bathurst,Jarvis,Weekend,Morning (08:00-12:00),9.5,9.7
Jun '18,Queen,Westbound,Jarvis,Bathurst,Weekday,AM Peak (07:00-10:00),10.5,12.4
Jun '18,Queen,Westbound,Jarvis,Bathurst,Weekday,Evening (19:00-23:00),11.7,12.6
Jun '18,Queen,Westbound,Jarvis,Bathurst,Weekday,Midday (10:00-16:00),12.5,16.0
Jun '18,Queen,Westbound,Jarvis,Bathurst,Weekday,PM Peak (16:00-19:00),15.3,20.7
Jun '18,Queen,Westbound,Jarvis,Bathurst,Weekend,Afternoon (12:00-17:00),13.6,14.1
Jun '18,Queen,Westbound,Jarvis,Bathurst,Weekend,Evening (17:00-23:00),12.6,14.6
Jun '18,Queen,Westbound,Jarvis,Bathurst,Weekend,Morning (08:00-12:00),8.6,9.7
Jun '18,Richmond,Westbound,Jarvis,Bathurst,Weekday,AM Peak (07:00-10:00),8.8,9.8
Jun '18,Richmond,Westbound,Jarvis,Bathurst,Weekday,Evening (19:00-23:00),8.1,9.0
Jun '18,Richmond,Westbound,Jarvis,Bathurst,Weekday,Midday (10:00-16:00),11.4,13.7
Jun '18,Richmond,Westbound,Jarvis,Bathurst,Weekday,PM Peak (16:00-19:00),14.5,17.1
Jun '18,Richmond,Westbound,Jarvis,Bathurst,Weekend,Afternoon (12:00-17:00),8.2,9.3
Jun '18,Richmond,Westbound,Jarvis,Bathurst,Weekend,Evening (17:00-23:00),8.2,8.8
Jun '18,Richmond,Westbound,Jarvis,Bathurst,Weekend,Morning (08:00-12:00),6.3,6.8
Jun '18,Spadina,Southbound,Dundas,Front,Weekday,AM Peak (07:00-10:00),5.4,5.6
Jun '18,Spadina,Southbound,Dundas,Front,Weekday,Evening (19:00-23:00),6.8,6.7
Jun '18,Spadina,Southbound,Dundas,Front,Weekday,Midday (10:00-16:00),7.2,8.3
Jun '18,Spadina,Southbound,Dundas,Front,Weekday,PM Peak (16:00-19:00),12.1,12.3
Jun '18,Spadina,Southbound,Dundas,Front,Weekend,Afternoon (12:00-17:00),6.9,6.2
Jun '18,Spadina,Southbound,Dundas,Front,Weekend,Evening (17:00-23:00),6.7,7.8
Jun '18,Spadina,Southbound,Dundas,Front,Weekend,Morning (08:00-12:00),5.1,4.9
Jun '18,Spadina,Northbound,Front,Dundas,Weekday,AM Peak (07:00-10:00),5.8,5.8
Jun '18,Spadina,Northbound,Front,Dundas,Weekday,Evening (19:00-23:00),6.5,7.2
Jun '18,Spadina,Northbound,Front,Dundas,Weekday,Midday (10:00-16:00),7.1,7.7
Jun '18,Spadina,Northbound,Front,Dundas,Weekday,PM Peak (16:00-19:00),7.8,8.9
Jun '18,Spadina,Northbound,Front,Dundas,Weekend,Afternoon (12:00-17:00),8.1,8.1
Jun '18,Spadina,Northbound,Front,Dundas,Weekend,Evening (17:00-23:00),6.9,8.7
Jun '18,Spadina,Northbound,Front,Dundas,Weekend,Morning (08:00-12:00),5.9,5.2
Jun '18,University,Southbound,Dundas,Front,Weekday,AM Peak (07:00-10:00),3.0,3.5
Jun '18,University,Southbound,Dundas,Front,Weekday,Evening (19:00-23:00),4.2,4.5
Jun '18,University,Southbound,Dundas,Front,Weekday,Midday (10:00-16:00),4.8,6.8
Jun '18,University,Southbound,Dundas,Front,Weekday,PM Peak (16:00-19:00),9.8,11.8
Jun '18,University,Southbound,Dundas,Front,Weekend,Afternoon (12:00-17:00),3.0,3.7
Jun '18,University,Southbound,Dundas,Front,Weekend,Evening (17:00-23:00),3.6,4.3
Jun '18,University,Southbound,Dundas,Front,Weekend,Morning (08:00-12:00),2.8,3.0
Jun '18,University,Northbound,Front,Dundas,Weekday,AM Peak (07:00-10:00),8.4,7.9
Jun '18,University,Northbound,Front,Dundas,Weekday,Evening (19:00-23:00),4.5,5.1
Jun '18,University,Northbound,Front,Dundas,Weekday,Midday (10:00-16:00),5.4,5.9
Jun '18,University,Northbound,Front,Dundas,Weekday,PM Peak (16:00-19:00),5.1,5.9
Jun '18,University,Northbound,Front,Dundas,Weekend,Afternoon (12:00-17:00),4.0,4.5
Jun '18,University,Northbound,Front,Dundas,Weekend,Evening (17:00-23:00),4.4,5.1
Jun '18,University,Northbound,Front,Dundas,Weekend,Morning (08:00-12:00),3.3,3.8
Jun '18,Wellington,Westbound,Jarvis,Blue Jays,Weekday,AM Peak (07:00-10:00),8.4,9.2
Jun '18,Wellington,Westbound,Jarvis,Blue Jays,Weekday,Evening (19:00-23:00),7.5,8.0
Jun '18,Wellington,Westbound,Jarvis,Blue Jays,Weekday,Midday (10:00-16:00),9.0,10.3
Jun '18,Wellington,Westbound,Jarvis,Blue Jays,Weekday,PM Peak (16:00-19:00),10.9,13.3
Jun '18,Wellington,Westbound,Jarvis,Blue Jays,Weekend,Afternoon (12:00-17:00),9.0,8.9
Jun '18,Wellington,Westbound,Jarvis,Blue Jays,Weekend,Evening (17:00-23:00),7.3,8.3
Jun '18,Wellington,Westbound,Jarvis,Blue Jays,Weekend,Morning (08:00-12:00),7.5,8.1
Jun '18,Yonge,Southbound,Dundas,Front,Weekday,AM Peak (07:00-10:00),5.4,6.1
Jun '18,Yonge,Southbound,Dundas,Front,Weekday,Evening (19:00-23:00),7.3,7.4
Jun '18,Yonge,Southbound,Dundas,Front,Weekday,Midday (10:00-16:00),7.0,8.3
Jun '18,Yonge,Southbound,Dundas,Front,Weekday,PM Peak (16:00-19:00),9.8,12.0
Jun '18,Yonge,Southbound,Dundas,Front,Weekend,Afternoon (12:00-17:00),6.8,8.4
Jun '18,Yonge,Southbound,Dundas,Front,Weekend,Evening (17:00-23:00),6.2,8.1
Jun '18,Yonge,Southbound,Dundas,Front,Weekend,Morning (08:00-12:00),4.9,5.4
Jun '18,Yonge,Northbound,Front,Dundas,Weekday,AM Peak (07:00-10:00),6.9,6.7
Jun '18,Yonge,Northbound,Front,Dundas,Weekday,Evening (19:00-23:00),6.8,7.6
Jun '18,Yonge,Northbound,Front,Dundas,Weekday,Midday (10:00-16:00),8.3,9.0
Jun '18,Yonge,Northbound,Front,Dundas,Weekday,PM Peak (16:00-19:00),8.1,9.5
Jun '18,Yonge,Northbound,Front,Dundas,Weekend,Afternoon (12:00-17:00),8.1,9.4
Jun '18,Yonge,Northbound,Front,Dundas,Weekend,Evening (17:00-23:00),7.6,10.7
Jun '18,Yonge,Northbound,Front,Dundas,Weekend,Morning (08:00-12:00),5.3,4.7
Jul '18,Adelaide,Eastbound,Bathurst,Jarvis,Weekday,AM Peak (07:00-10:00),10.2,9.5
Jul '18,Adelaide,Eastbound,Bathurst,Jarvis,Weekday,Evening (19:00-23:00),10.0,9.5
Jul '18,Adelaide,Eastbound,Bathurst,Jarvis,Weekday,Midday (10:00-16:00),13.3,10.7
Jul '18,Adelaide,Eastbound,Bathurst,Jarvis,Weekday,PM Peak (16:00-19:00),17.5,13.1
Jul '18,Adelaide,Eastbound,Bathurst,Jarvis,Weekend,Afternoon (12:00-17:00),9.8,8.2
Jul '18,Adelaide,Eastbound,Bathurst,Jarvis,Weekend,Evening (17:00-23:00),9.5,8.2
Jul '18,Adelaide,Eastbound,Bathurst,Jarvis,Weekend,Morning (08:00-12:00),6.6,6.3
Jul '18,Bathurst,Southbound,Dundas,Front,Weekday,AM Peak (07:00-10:00),5.1,5.2
Jul '18,Bathurst,Southbound,Dundas,Front,Weekday,Evening (19:00-23:00),5.2,5.3
Jul '18,Bathurst,Southbound,Dundas,Front,Weekday,Midday (10:00-16:00),4.9,5.3
Jul '18,Bathurst,Southbound,Dundas,Front,Weekday,PM Peak (16:00-19:00),7.0,6.3
Jul '18,Bathurst,Southbound,Dundas,Front,Weekend,Afternoon (12:00-17:00),4.7,5.0
Jul '18,Bathurst,Southbound,Dundas,Front,Weekend,Evening (17:00-23:00),5.0,4.9
Jul '18,Bathurst,Southbound,Dundas,Front,Weekend,Morning (08:00-12:00),4.1,4.2
Jul '18,Bathurst,Northbound,Front,Dundas,Weekday,AM Peak (07:00-10:00),5.3,5.4
Jul '18,Bathurst,Northbound,Front,Dundas,Weekday,Evening (19:00-23:00),5.4,5.2
Jul '18,Bathurst,Northbound,Front,Dundas,Weekday,Midday (10:00-16:00),5.6,6.3
Jul '18,Bathurst,Northbound,Front,Dundas,Weekday,PM Peak (16:00-19:00),6.1,6.0
Jul '18,Bathurst,Northbound,Front,Dundas,Weekend,Afternoon (12:00-17:00),5.5,5.3
Jul '18,Bathurst,Northbound,Front,Dundas,Weekend,Evening (17:00-23:00),5.3,5.3
Jul '18,Bathurst,Northbound,Front,Dundas,Weekend,Morning (08:00-12:00),4.2,4.2
Jul '18,Dundas,Eastbound,Bathurst,Jarvis,Weekday,AM Peak (07:00-10:00),10.6,10.1
Jul '18,Dundas,Eastbound,Bathurst,Jarvis,Weekday,Evening (19:00-23:00),11.7,10.9
Jul '18,Dundas,Eastbound,Bathurst,Jarvis,Weekday,Midday (10:00-16:00),13.2,12.5
Jul '18,Dundas,Eastbound,Bathurst,Jarvis,Weekday,PM Peak (16:00-19:00),13.7,13.9
Jul '18,Dundas,Eastbound,Bathurst,Jarvis,Weekend,Afternoon (12:00-17:00),13.3,12.2
Jul '18,Dundas,Eastbound,Bathurst,Jarvis,Weekend,Evening (17:00-23:00),12.9,11.4
Jul '18,Dundas,Eastbound,Bathurst,Jarvis,Weekend,Morning (08:00-12:00),8.8,8.4
Jul '18,Dundas,Westbound,Jarvis,Bathurst,Weekday,AM Peak (07:00-10:00),9.4,9.5
Jul '18,Dundas,Westbound,Jarvis,Bathurst,Weekday,Evening (19:00-23:00),12.3,11.4
Jul '18,Dundas,Westbound,Jarvis,Bathurst,Weekday,Midday (10:00-16:00),13.8,12.7
Jul '18,Dundas,Westbound,Jarvis,Bathurst,Weekday,PM Peak (16:00-19:00),15.1,14.6
Jul '18,Dundas,Westbound,Jarvis,Bathurst,Weekend,Afternoon (12:00-17:00),13.9,12.7
Jul '18,Dundas,Westbound,Jarvis,Bathurst,Weekend,Evening (17:00-23:00),14.1,12.2
Jul '18,Dundas,Westbound,Jarvis,Bathurst,Weekend,Morning (08:00-12:00),9.4,10.2
Jul '18,Front,Eastbound,Bathurst,Jarvis,Weekday,AM Peak (07:00-10:00),11.9,11.6
Jul '18,Front,Eastbound,Bathurst,Jarvis,Weekday,Evening (19:00-23:00),11.5,11.9
Jul '18,Front,Eastbound,Bathurst,Jarvis,Weekday,Midday (10:00-16:00),11.8,12.6
Jul '18,Front,Eastbound,Bathurst,Jarvis,Weekday,PM Peak (16:00-19:00),17.3,16.3
Jul '18,Front,Eastbound,Bathurst,Jarvis,Weekend,Afternoon (12:00-17:00),11.1,11.9
Jul '18,Front,Eastbound,Bathurst,Jarvis,Weekend,Evening (17:00-23:00),12.4,10.6
Jul '18,Front,Eastbound,Bathurst,Jarvis,Weekend,Morning (08:00-12:00),8.5,10.6
Jul '18,Front,Westbound,Yonge,Bathurst,Weekday,AM Peak (07:00-10:00),9.0,9.4
Jul '18,Front,Westbound,Yonge,Bathurst,Weekday,Evening (19:00-23:00),10.1,11.4
Jul '18,Front,Westbound,Yonge,Bathurst,Weekday,Midday (10:00-16:00),9.7,10.5
Jul '18,Front,Westbound,Yonge,Bathurst,Weekday,PM Peak (16:00-19:00),14.3,14.1
Jul '18,Front,Westbound,Yonge,Bathurst,Weekend,Afternoon (12:00-17:00),8.9,10.6
Jul '18,Front,Westbound,Yonge,Bathurst,Weekend,Evening (17:00-23:00),10.4,11.0
Jul '18,Front,Westbound,Yonge,Bathurst,Weekend,Morning (08:00-12:00),8.5,8.3
Jul '18,Jarvis,Southbound,Dundas,Front,Weekday,AM Peak (07:00-10:00),4.1,3.8
Jul '18,Jarvis,Southbound,Dundas,Front,Weekday,Evening (19:00-23:00),3.9,3.7
Jul '18,Jarvis,Southbound,Dundas,Front,Weekday,Midday (10:00-16:00),6.0,5.2
Jul '18,Jarvis,Southbound,Dundas,Front,Weekday,PM Peak (16:00-19:00),8.5,6.4
Jul '18,Jarvis,Southbound,Dundas,Front,Weekend,Afternoon (12:00-17:00),4.6,4.4
Jul '18,Jarvis,Southbound,Dundas,Front,Weekend,Evening (17:00-23:00),3.7,3.8
Jul '18,Jarvis,Southbound,Dundas,Front,Weekend,Morning (08:00-12:00),3.8,4.0
Jul '18,Jarvis,Northbound,Front,Dundas,Weekday,AM Peak (07:00-10:00),4.7,4.4
Jul '18,Jarvis,Northbound,Front,Dundas,Weekday,Evening (19:00-23:00),4.5,4.2
Jul '18,Jarvis,Northbound,Front,Dundas,Weekday,Midday (10:00-16:00),5.3,4.9
Jul '18,Jarvis,Northbound,Front,Dundas,Weekday,PM Peak (16:00-19:00),4.8,6.2
